"id","title","summary","venue","year","authors","citationCount","referenceCount","influentialCitationCount","url"
"c4775e2f0d27e8be4aae7b5b5c2560b96ce2eb58","A Maximum Likelihood Approach to Continuous Speech Recognition","This paper describes a number of statistical models for use in speech recognition, with special attention to determining the parameters for such models from sparse data, and describes two decoding methods appropriate for constrained artificial languages and one appropriate for more realistic decoding tasks.","IEEE Transactions on Pattern Analysis and Machine Intelligence",1983,"L. Bahl,F. Jelinek,R. Mercer",1440,27,52,"https://www.semanticscholar.org/paper/c4775e2f0d27e8be4aae7b5b5c2560b96ce2eb58"
"ff0b2681d7b05e16c46dfb71d980cc2f605907cd","Finetuned Language Models Are Zero-Shot Learners","It is shown that instruction tuning —ﬁnetuning language models on a collection of datasets described via instructions—substantially improves zero-shot performance on unseen tasks and outperforms few-shot GPT-3 by a large margin on ANLI, RTE, BoolQ, AI2-ARC, OpenbookQA, and StoryCloze.","International Conference on Learning Representations",2021,"Jason Wei,Maarten Bosma,Vincent Zhao,Kelvin Guu,A. Yu,Brian Lester,Nan Du,Andrew M. Dai,Quoc V. Le",725,166,82,"https://www.semanticscholar.org/paper/ff0b2681d7b05e16c46dfb71d980cc2f605907cd"
"3ee9c65366efbb17adf370c39f20dbef60d53670","Towards Reasoning in Large Language Models: A Survey","A comprehensive overview of the current state of knowledge on reasoning in large language models, including techniques for improving and eliciting reasoning in these models, methods and benchmarks for evaluating reasoning abilities, and suggestions on future directions are provided.","ArXiv",2022,"Jie Huang,K. Chang",48,127,0,"https://www.semanticscholar.org/paper/3ee9c65366efbb17adf370c39f20dbef60d53670"
"deafbf7a1c8f588fc1ba19125faaf0c8c8743649","Languages are Rewards: Chain of Hindsight Finetuning using Human Feedback","This work proposes a novel technique called Hindsight Finetuning, which condition the model on a sequence of model generations paired with hindsight feedback, and finetune the model to predict the most preferred output so that models can learn to identify and correct negative attributes or errors.","ArXiv",2023,"Hao Liu,Carmelo Sferrazza,P. Abbeel",0,61,0,"https://www.semanticscholar.org/paper/deafbf7a1c8f588fc1ba19125faaf0c8c8743649"
"882ebe805c4d87929dbe4d930a1d52e0882d1d3e","Continual-T0: Progressively Instructing 50+ Tasks to Language Models Without Forgetting","The resulting model Continual-T0 (CT0) is able to learn diverse new tasks, while still maintaining good performance on previous tasks, spanning remarkably through 70 datasets in total.","ArXiv",2022,"Thomas Scialom,Tuhin Chakrabarty,S. Muresan",11,51,0,"https://www.semanticscholar.org/paper/882ebe805c4d87929dbe4d930a1d52e0882d1d3e"
"290732e9fb08a29af8892a7c1f73c9d2a1b9d7db","Language models show human-like content effects on reasoning","This work hypothesized that language models would show human-like content content on abstract reasoning problems, and explored this hypothesis across three logical reasoning tasks: natural language inference, judging the logical validity of syllogisms, and the Wason selection task.","ArXiv",2022,"I. Dasgupta,Andrew Kyle Lampinen,Stephanie C. Y. Chan,Antonia Creswell,D. Kumaran,James L. McClelland,Felix Hill",44,104,0,"https://www.semanticscholar.org/paper/290732e9fb08a29af8892a7c1f73c9d2a1b9d7db"
"fa422a513a7f7c4011b8ad38c24246f6595d82fc","The alignment problem from a deep learning perspective","","ArXiv",2022,"Richard Ngo",22,152,0,"https://www.semanticscholar.org/paper/fa422a513a7f7c4011b8ad38c24246f6595d82fc"
"142ebbf4760145f591166bde2564ac70c001e927","Language Models (Mostly) Know What They Know","","ArXiv",2022,"Saurav Kadavath,Tom Conerly,Amanda Askell,T. Henighan,Dawn Drain,Ethan Perez,Nicholas Schiefer,Z. Dodds,Nova DasSarma,Eli Tran-Johnson,Scott Johnston,S. El-Showk,Andy Jones,Nelson Elhage,Tristan Hume,Anna Chen,Yuntao Bai,Sam Bowman,Stanislav Fort,Deep Ganguli,Danny Hernandez,Josh Jacobson,John Kernion,S. Kravec,Liane Lovitt,Kamal Ndousse,Catherine Olsson,Sam Ringer,Dario Amodei,Tom B. Brown,Jack Clark,Nicholas Joseph,Benjamin Mann,Sam McCandlish,C. Olah,Jared Kaplan",84,33,1,"https://www.semanticscholar.org/paper/142ebbf4760145f591166bde2564ac70c001e927"
"06b5090c00326183f7b3fe6e891586449e14650e","Ethics of artificial intelligence and robotics","","",2020,"V. C. Müller",136,0,12,"https://www.semanticscholar.org/paper/06b5090c00326183f7b3fe6e891586449e14650e"
"155108784e14747496af8ff5a1e2d40d72d2b7fb","Artificial intelligence. Fears of an AI pioneer.","One researcher now speaking up is Stuart Russell, a computer scientist at the University of California, Berkeley, who with Peter Norvig, director of research at Google, wrote the premier AI textbook, Artificial Intelligence: A Modern Approach, now in its third edition.","Science",2015,"Stuart J. Russell,J. Bohannon",63,0,2,"https://www.semanticscholar.org/paper/155108784e14747496af8ff5a1e2d40d72d2b7fb"
"8342b592fe238f3d230e4959b06fd10153c45db1","Training Compute-Optimal Large Language Models","This paper trains a predicted compute-optimal model, Chinchilla, that uses the same compute budget as Gopher but with 70B parameters and 4 × more more data, and reaches a state-of-the-art average accuracy on the MMLU benchmark.","ArXiv",2022,"Jordan Hoffmann,Sebastian Borgeaud,A. Mensch,Elena Buchatskaya,Trevor Cai,Eliza Rutherford,Diego de Las Casas,Lisa Anne Hendricks,Johannes Welbl,Aidan Clark,Tom Hennigan,Eric Noland,Katie Millican,George van den Driessche,Bogdan Damoc,Aurelia Guy,Simon Osindero,K. Simonyan,Erich Elsen,Jack W. Rae,Oriol Vinyals,L. Sifre",452,78,35,"https://www.semanticscholar.org/paper/8342b592fe238f3d230e4959b06fd10153c45db1"
"dac3a172b504f4e33c029655e9befb3386e5f63a","Emergent Abilities of Large Language Models","","ArXiv",2022,"Jason Wei,Yi Tay,Rishi Bommasani,Colin Raffel,Barret Zoph,Sebastian Borgeaud,Dani Yogatama,Maarten Bosma,Denny Zhou,Donald Metzler,E. Chi,Tatsunori Hashimoto,Oriol Vinyals,P. Liang,J. Dean,W. Fedus",425,103,18,"https://www.semanticscholar.org/paper/dac3a172b504f4e33c029655e9befb3386e5f63a"
"8b293973061026d9d0eed90e71e30928e029171e","Memorization Without Overfitting: Analyzing the Training Dynamics of Large Language Models","It is shown that larger models can memorize a larger portion of the data before over-ﬁtting and tend to forget less throughout the training process, and that larger language models memorize training data faster across all settings.","ArXiv",2022,"K. Tirumala,Aram H. Markosyan,Luke Zettlemoyer,Armen Aghajanyan",43,95,0,"https://www.semanticscholar.org/paper/8b293973061026d9d0eed90e71e30928e029171e"
"d7da009f457917aa381619facfa5ffae9329a6e9","Bleu: a Method for Automatic Evaluation of Machine Translation","This work proposes a method of automatic machine translation evaluation that is quick, inexpensive, and language-independent, that correlates highly with human evaluation, and that has little marginal cost per run.","Annual Meeting of the Association for Computational Linguistics",2002,"K. Papineni,S. Roukos,T. Ward,Wei-Jing Zhu",19938,5,5079,"https://www.semanticscholar.org/paper/d7da009f457917aa381619facfa5ffae9329a6e9"
"68f141724814839d556a989646194be88641b143","Scaling Language Models: Methods, Analysis & Insights from Training Gopher","This paper presents an analysis of Transformer-based language model performance across a wide range of model scales -- from models with tens of millions of parameters up to a 280 billion parameter model called Gopher.","ArXiv",2021,"Jack W. Rae,Sebastian Borgeaud,Trevor Cai,Katie Millican,Jordan Hoffmann,Francis Song,J. Aslanides,Sarah Henderson,Roman Ring,Susannah Young,Eliza Rutherford,Tom Hennigan,Jacob Menick,Albin Cassirer,Richard Powell,George van den Driessche,Lisa Anne Hendricks,M. Rauh,Po-Sen Huang,A. Glaese,Johannes Welbl,Sumanth Dathathri,Saffron Huang,J. Uesato,John F. J. Mellor,I. Higgins,Antonia Creswell,Nathan McAleese,Amy Wu,Erich Elsen,Siddhant M. Jayakumar,Elena Buchatskaya,D. Budden,Esme Sutherland,K. Simonyan,Michela Paganini,L. Sifre,Lena Martens,Xiang Lorraine Li,A. Kuncoro,Aida Nematzadeh,E. Gribovskaya,Domenic Donato,Angeliki Lazaridou,A. Mensch,J. Lespiau,Maria Tsimpoukelli,N. Grigorev,Doug Fritz,Thibault Sottiaux,Mantas Pajarskas,Tobias Pohlen,Z. Gong,Daniel Toyama,Cyprien de Masson d'Autume,Yujia Li,Tayfun Terzi,Vladimir Mikulik,I. Babuschkin,Aidan Clark,Diego de Las Casas,Aurelia Guy,Chris Jones,James Bradbury,Matthew G. Johnson,Blake A. Hechtman,Laura Weidinger,Iason Gabriel,William S. Isaac,Edward Lockhart,Simon Osindero,Laura Rimell,Chris Dyer,Oriol Vinyals,Kareem W. Ayoub,Jeff Stanway,L. Bennett,D. Hassabis,K. Kavukcuoglu,Geoffrey Irving",486,0,32,"https://www.semanticscholar.org/paper/68f141724814839d556a989646194be88641b143"
"60b05f32c32519a809f21642ef1eb3eaf3848008","ROUGE: A Package for Automatic Evaluation of Summaries","Four different RouGE measures are introduced: ROUGE-N, ROUge-L, R OUGE-W, and ROUAGE-S included in the Rouge summarization evaluation package and their evaluations.","Annual Meeting of the Association for Computational Linguistics",2004,"Chin-Yew Lin",9156,13,1945,"https://www.semanticscholar.org/paper/60b05f32c32519a809f21642ef1eb3eaf3848008"
"53a77e8f73f2ca422d6e38fa9ecc490231ac044c","Neural Text Generation with Unlikelihood Training","It is shown that the likelihood objective itself is at fault, resulting in a model that assigns too much probability to sequences containing repeats and frequent words, unlike those from the human training distribution, thus providing a strong alternative to existing techniques.","International Conference on Learning Representations",2019,"S. Welleck,Ilia Kulikov,Stephen Roller,Emily Dinan,Kyunghyun Cho,J. Weston",333,32,50,"https://www.semanticscholar.org/paper/53a77e8f73f2ca422d6e38fa9ecc490231ac044c"
"856d2c0f7b3f80dcf1f68d1dc0dcbf5c6fe5679a","Interpreting docstrings without using common sense: the private science of very large language models∗","GPT-3, the natural language model on which Codex is built, and that services such as Copilot ultimately depend on, suffers from scientific deficiencies, and critical remarks on Copilot’s structure and underlying language model are presented.","",2022,"Darren Abramson,Ali Emami",0,39,0,"https://www.semanticscholar.org/paper/856d2c0f7b3f80dcf1f68d1dc0dcbf5c6fe5679a"
"b123a0d46ad917b79c43c5ae981e03ed2458ed11","Program Induction by Rationale Generation: Learning to Solve and Explain Algebraic Word Problems","Experimental results show that indirect supervision of program learning via answer rationales is a promising strategy for inducing arithmetic programs.","Annual Meeting of the Association for Computational Linguistics",2017,"Wang Ling,Dani Yogatama,Chris Dyer,P. Blunsom",256,22,33,"https://www.semanticscholar.org/paper/b123a0d46ad917b79c43c5ae981e03ed2458ed11"
"2a7ae3e98357569c41424dacd60c62d3df78a0db","Limitations of Language Models in Arithmetic and Symbolic Induction","LMs with tutor is able to deliver 100% accuracy in situations of OOD and repeating symbols, shedding new insights on the boundary of large LMs in induction.","ArXiv",2022,"Jingu Qian,Hong Wang,Zekun Li,SHIYANG LI,Xifeng Yan",18,18,1,"https://www.semanticscholar.org/paper/2a7ae3e98357569c41424dacd60c62d3df78a0db"
"2cc3ab9fa41ba2804e301f7eae9598636e62422a","Investigating the Limitations of the Transformers with Simple Arithmetic Tasks","It is found that how a number is represented in its surface form has a strong influence on the model’s accuracy, and this result bolsters evidence that subword tokenizers and positional encodings are components in current transformer designs that might need improvement.","ArXiv",2021,"Rodrigo Nogueira,Zhiying Jiang,Jimmy J. Li",39,46,8,"https://www.semanticscholar.org/paper/2cc3ab9fa41ba2804e301f7eae9598636e62422a"
"e6770e3f5e74210c6863aaeed527ac4c1da419d7","A Survey on Retrieval-Augmented Text Generation","The generic paradigm of retrieval-augmented generation is highlighted, notable approaches according to different tasks including dialogue response generation, machine translation, and other generation tasks are reviewed, and some important directions on top of recent methods are pointed out to facilitate future research.","ArXiv",2022,"Huayang Li,Yixuan Su,Deng Cai,Yan Wang,Lemao Liu",23,85,3,"https://www.semanticscholar.org/paper/e6770e3f5e74210c6863aaeed527ac4c1da419d7"
"78474604a192bb82c77288f46b521b0cf9ee14f5","Improving Multiple Documents Grounded Goal-Oriented Dialog Systems via Diverse Knowledge Enhanced Pretrained Language Model","This paper adopts model pretraining, fine-tuning, and multi-task learning to enhance the model’s coverage of pretrained knowledge for MultiDoc2Dial task, which aims to model the goal-oriented dialogues grounded in multiple documents.","Workshop on Document-grounded Dialogue and Conversational Question Answering",2022,"Yunah Jang,Dongryeol Lee,Hyung-joo Park,Taegwan Kang,Hwanhee Lee,Hyunkyung Bae,Kyomin Jung",1,19,0,"https://www.semanticscholar.org/paper/78474604a192bb82c77288f46b521b0cf9ee14f5"
"f8292d4ddf7a6dfe240eeaa9685f5d18eed9a3f6","Language Models that Seek for Knowledge: Modular Search & Generation for Dialogue and Prompt Completion","It is shown that, when using SeeKeR as a dialogue model, it outperforms the state-of-the-art model BlenderBot 2 on open-domain knowledge-grounded conversations for the same number of parameters, in terms of consistency, knowledge and per-turn engagingness.","Conference on Empirical Methods in Natural Language Processing",2022,"Kurt Shuster,M. Komeili,Leonard Adolphs,Stephen Roller,Arthur D. Szlam,J. Weston",49,53,4,"https://www.semanticscholar.org/paper/f8292d4ddf7a6dfe240eeaa9685f5d18eed9a3f6"
"398e4061dde8f5c80606869cebfa2031de7b5b74","Few-shot Learning with Retrieval Augmented Language Models","Atlas is presented, a carefully designed and pre-trained retrieval augmented language model able to learn knowledge intensive tasks with very few training examples, and the impact of the content of the document index is studied, showing that it can easily be updated.","ArXiv",2022,"Gautier Izacard,Patrick Lewis,M. Lomeli,Lucas Hosseini,Fabio Petroni,Timo Schick,Jane A. Yu,Armand Joulin,Sebastian Riedel,Edouard Grave",106,93,15,"https://www.semanticscholar.org/paper/398e4061dde8f5c80606869cebfa2031de7b5b74"
"1974b52e96bda50e4ff200be06d1b089c452550c","Some philosophical considerations over Yann LeCun ’ s position paper “ A Path Towards Autonomous Machine Intelligence ”","The overall effect of the paper’s thesis is to bring Machine Learning firmly back into the Artificial Intelligence field, correcting a drift which too many have embraced in sake of quick practical results.","",2022,"Giovanni Landi",39,0,3,"https://www.semanticscholar.org/paper/1974b52e96bda50e4ff200be06d1b089c452550c"
"17bcb1edbe068e8fe6a97da552c70a77a15bbce7","Red Teaming Language Models to Reduce Harms: Methods, Scaling Behaviors, and Lessons Learned","It is found that the RLHF models are increasinglycult to red team as they scale, and a trend with scale for the other model types is found, which indicates that this transparency accelerates the ability to work together as a community in order to develop shared norms, practices, and technical standards.","ArXiv",2022,"Deep Ganguli,Liane Lovitt,John Kernion,Amanda Askell,Yuntao Bai,Saurav Kadavath,Benjamin Mann,Ethan Perez,Nicholas Schiefer,Kamal Ndousse,Andy Jones,Sam Bowman,Anna Chen,Tom Conerly,Nova DasSarma,Dawn Drain,Nelson Elhage,S. El-Showk,Stanislav Fort,Z. Dodds,T. Henighan,Danny Hernandez,Tristan Hume,Josh Jacobson,Scott Johnston,S. Kravec,Catherine Olsson,Sam Ringer,Eli Tran-Johnson,Dario Amodei,Tom B. Brown,Nicholas Joseph,Sam McCandlish,C. Olah,Jared Kaplan,Jack Clark",61,60,1,"https://www.semanticscholar.org/paper/17bcb1edbe068e8fe6a97da552c70a77a15bbce7"
"80e49004340d81b5fe250951b081a45bf7abc890","Dynamic Planning in Open-Ended Dialogue using Reinforcement Learning","This work develops a real-time, open-ended dialogue system that uses reinforcement learning (RL) to power a bot’s conversational skill at scale and is able to substantially exceeds the (strong) baseline supervised model with respect to several metrics of interest in a live experiment with real users of the Google Assistant.","ArXiv",2022,"Deborah Cohen,M. Ryu,Yinlam Chow,Orgad Keller,Ido Greenberg,Avinatan Hassidim,Michael Fink,Yossi Matias,Idan Szpektor,Craig Boutilier,G. Elidan",3,46,0,"https://www.semanticscholar.org/paper/80e49004340d81b5fe250951b081a45bf7abc890"
"8249925cd04f9320d32b2f975dfde5e4d4b7b4bd","Is Reinforcement Learning (Not) for Natural Language Processing?: Benchmarks, Baselines, and Building Blocks for Natural Language Policy Optimization","It is shown that RL techniques are generally better than supervised methods at aligning LMs to human preferences; and that NLPO exhibits greater stability and performance than previous policy gradient methods (e.g., PPO (Schulman et al., 2017)), based on both automatic and human evaluation.","ArXiv",2022,"Rajkumar Ramamurthy,Prithviraj Ammanabrolu,Kianté Brantley,Jack Hessel,R. Sifa,C. Bauckhage,Hannaneh Hajishirzi,Yejin Choi",41,90,2,"https://www.semanticscholar.org/paper/8249925cd04f9320d32b2f975dfde5e4d4b7b4bd"
"e00867c7108395d56b823bc5c75d2f4591e2878d","Open-vocabulary Queryable Scene Representations for Real World Planning","NLMap is developed, an open-vocabulary and queryable scene representation that allows robots to operate without a fixed list of objects nor executable options, enabling real robot operation unachievable by previous methods.","ArXiv",2022,"Boyuan Chen,F. Xia,Brian Ichter,Kanishka Rao,K. Gopalakrishnan,M. Ryoo,Austin Stone,Daniel Kappler",26,38,0,"https://www.semanticscholar.org/paper/e00867c7108395d56b823bc5c75d2f4591e2878d"
"4be0bf45a738067a1cd8b4eaf4a266eb1215404d","Offline RL for Natural Language Generation with Implicit Language Q Learning","This work proposes a novel ofﬂine RL motivated method, implicit language Q-learning (ILQL), designed for use on language models, that combines both the ﬂexible utility optimization framework of traditional RL algorithms with supervised learning’s ability to leverage existing data and its simplicity and stability.","ArXiv",2022,"Charles Burton Snell,Ilya Kostrikov,Yi Su,Mengjiao Yang,S. Levine",19,74,0,"https://www.semanticscholar.org/paper/4be0bf45a738067a1cd8b4eaf4a266eb1215404d"
"acbdbf49f9bc3f151b93d9ca9a06009f4f6eb269","Evaluating Large Language Models Trained on Code","It is found that repeated sampling from the GPT language model is a surprisingly effective strategy for producing working solutions to difficult prompts, and the potential broader impacts of deploying powerful code generation technologies, covering safety, security, and economics are discussed.","ArXiv",2021,"Mark Chen,Jerry Tworek,Heewoo Jun,Qiming Yuan,Henrique Ponde,Jared Kaplan,Harrison Edwards,Yura Burda,Nicholas Joseph,Greg Brockman,Alex Ray,Raul Puri,Gretchen Krueger,Michael Petrov,Heidy Khlaaf,Girish Sastry,Pamela Mishkin,Brooke Chan,Scott Gray,Nick Ryder,Mikhail Pavlov,Alethea Power,Lukasz Kaiser,Mohammad Bavarian,Clemens Winter,Philippe Tillet,F. Such,D. Cummings,Matthias Plappert,Fotios Chantzis,Elizabeth Barnes,Ariel Herbert-Voss,William H. Guss,Alex Nichol,I. Babuschkin,S. Balaji,Shantanu Jain,A. Carr,J. Leike,Joshua Achiam,Vedant Misra,Evan Morikawa,Alec Radford,M. Knight,Miles Brundage,Mira Murati,Katie Mayer,P. Welinder,Bob McGrew,Dario Amodei,Sam McCandlish,Ilya Sutskever,Wojciech Zaremba",1024,114,159,"https://www.semanticscholar.org/paper/acbdbf49f9bc3f151b93d9ca9a06009f4f6eb269"
"429cb1fb913a37eeb913835909897ef8a3812b9e","NLP with BERT: Sentiment Analysis Using SAS® Deep Learning and DLPy","An overview of BERT is provided and how to create your own BERT model is shown by using SAS Deep Learning and the SAS DLPy Python package and is illustrated by performing sentiment analysis on unstructured product reviews submitted to Amazon.","",2020,"D. Cairns,Xian-yan Meng",0,11,0,"https://www.semanticscholar.org/paper/429cb1fb913a37eeb913835909897ef8a3812b9e"
"51c2a0835fc565ad1fc7a58559ede9cbe8f6551e","Least-to-Most Prompting Enables Complex Reasoning in Large Language Models","Experiments on symbolic manipulation, compositional generalization and numerical reasoning demonstrate that least-to-most prompting can generalize to examples that are harder than those seen in the prompt context, outperforming other prompting-based approaches by a large margin.","ArXiv",2022,"Denny Zhou,Nathanael Scharli,Le Hou,Jason Wei,Nathan Scales,Xuezhi Wang,D. Schuurmans,O. Bousquet,Quoc Le,E. Chi",219,74,11,"https://www.semanticscholar.org/paper/51c2a0835fc565ad1fc7a58559ede9cbe8f6551e"
"92173d081b15824d22a9ef070e118744ceee8052","Show Your Work: Scratchpads for Intermediate Computation with Language Models","Surprisingly, large pre-trained language models are able to perform complex multistep computations—even in the few-shot regime—when asked to perform the operation “step by step”, showing the results of intermediate computations.","ArXiv",2021,"Maxwell Nye,Anders Andreassen,Guy Gur-Ari,H. Michalewski,Jacob Austin,David Bieber,David Dohan,Aitor Lewkowycz,Maarten Bosma,D. Luan,Charles Sutton,Augustus Odena",204,30,12,"https://www.semanticscholar.org/paper/92173d081b15824d22a9ef070e118744ceee8052"
"2d2ca2e54c54748557b8aac7d328ce32ebfe8944","ReAct: Synergizing Reasoning and Acting in Language Models","ReAct overcomes prevalent issues of hallucination and error propagation in chain-of-thought reasoning by interacting with a simple Wikipedia API, and generating human-like task-solving trajectories that are more interpretable than baselines without reasoning traces.","ArXiv",2022,"Shunyu Yao,Jeffrey Zhao,Dian Yu,Nan Du,I. Shafran,Karthik Narasimhan,Yuan Cao",125,56,3,"https://www.semanticscholar.org/paper/2d2ca2e54c54748557b8aac7d328ce32ebfe8944"
"002c256d30d6be4b23d365a8de8ae0e67e4c9641","Improving language models by retrieving from trillions of tokens","With a 2 trillion token database, the Retrieval-Enhanced Transformer (R ETRO) obtains comparable performance to GPT-3 and Jurassic-1 on the Pile, despite using 25 × fewer parameters.","International Conference on Machine Learning",2021,"Sebastian Borgeaud,A. Mensch,Jordan Hoffmann,Trevor Cai,Eliza Rutherford,Katie Millican,George van den Driessche,J. Lespiau,Bogdan Damoc,Aidan Clark,Diego de Las Casas,Aurelia Guy,Jacob Menick,Roman Ring,T. Hennigan,Saffron Huang,Lorenzo Maggiore,Chris Jones,Albin Cassirer,Andy Brock,Michela Paganini,Geoffrey Irving,Oriol Vinyals,Simon Osindero,K. Simonyan,Jack W. Rae,Erich Elsen,L. Sifre",240,62,28,"https://www.semanticscholar.org/paper/002c256d30d6be4b23d365a8de8ae0e67e4c9641"
"e94241c59b9caa3efe6950731a164fa787b4d737","Adversarial Environment Generation for Learning to Navigate the Web","This work proposes using Adversarial Environment Generation (AEG) to generate challenging web environments in which to train reinforcement learning (RL) agents, and provides a new benchmarking environment, gMiniWoB, which enables an RL adversary to use compositional primitives to learn to generate arbitrarily complex websites.","ArXiv",2021,"Izzeddin Gur,Natasha Jaques,Kevin Malta,Manoj Tiwari,Honglak Lee,Aleksandra Faust",13,17,0,"https://www.semanticscholar.org/paper/e94241c59b9caa3efe6950731a164fa787b4d737"
